game_id,date,game_time,away_team,home_team,market_spread_home,baseline_margin,pred_margin_mu,actual_home,actual_away,actual_margin,game_index,actual_home_covers,pred_home_covers,ats_correct,actual_home_wins,pred_home_wins,ml_correct,spread_abs,home_favored,away_favored,pick_side,pick_team,pick_is_favorite,pick_is_underdog,pick_location_bucket,spread_bucket,abs_error
2025-11-05-OKC-POR,2025-11-05,,OKC,POR,3.5,-3.5,-3.3065062314271927,121,119,2,115,1,1,1,1,0,0,3.5,False,True,home,POR,False,True,home_underdog,3-6,5.306506231427193
2025-11-05-PHI-CLE,2025-11-05,,PHI,CLE,-11.5,11.5,12.2712322473526,132,121,11,116,0,1,0,1,1,1,11.5,True,False,home,CLE,True,False,home_favorite,10+,1.2712322473526
2025-11-05-SAS-LAL,2025-11-05,,SAS,LAL,-1.0,1.0,0.5944143533706665,118,116,2,117,1,0,0,1,1,1,1.0,True,False,away,SAS,False,True,road_underdog,0-3,1.4055856466293335
2025-11-05-UTA-DET,2025-11-05,,UTA,DET,-9.5,9.5,9.484167084097862,114,103,11,118,1,0,0,1,1,1,9.5,True,False,away,UTA,False,True,road_underdog,6-10,1.5158329159021378
2025-11-05-WAS-BOS,2025-11-05,,WAS,BOS,-12.5,12.5,13.8445086479187,136,107,29,119,1,1,1,1,1,1,12.5,True,False,home,BOS,True,False,home_favorite,10+,15.1554913520813
2025-11-06-LAC-PHX,2025-11-06,,LAC,PHX,-3.0,3.0,2.8675306737422943,115,102,13,120,1,0,0,1,1,1,3.0,True,False,away,LAC,False,True,road_underdog,3-6,10.132469326257706
2025-11-07-BOS-ORL,2025-11-07,,BOS,ORL,-3.5,3.5,4.049921333789825,123,110,13,121,1,1,1,1,1,1,3.5,True,False,home,ORL,True,False,home_favorite,3-6,8.950078666210175
2025-11-07-CHA-MIA,2025-11-07,,CHA,MIA,-7.0,7.0,6.517527282238007,126,108,18,122,1,0,0,1,1,1,7.0,True,False,away,CHA,False,True,road_underdog,6-10,11.482472717761993
2025-11-07-CHI-MIL,2025-11-07,,CHI,MIL,-4.5,4.5,4.443923059850931,126,110,16,123,1,0,0,1,1,1,4.5,True,False,away,CHI,False,True,road_underdog,3-6,11.556076940149069
2025-11-07-CLE-WAS,2025-11-07,,CLE,WAS,13.5,-13.5,-13.50314692920074,115,148,-33,124,0,0,1,0,0,1,13.5,False,True,away,CLE,True,False,road_favorite,10+,19.49685307079926
